CustomerID,Age,Gender,Tenure,Monthly Charges,Total Charges,Contract Type,Has Internet Service,Has Online Security Service,Has Device Protection Plan,Number of Complaints Last Year,Churn,Region
356,62,Male,6,129.02,1158.59,Two year,DSL,Yes,Yes,5,0,South
357,68,Other,31,33.76,643.62,Two year,DSL,Yes,Yes,4,0,East
358,25,Other,54,51.79,3671.77,One year,DSL,Yes,No,1,0,South
359,44,Other,40,58.74,3451.97,Month-to-month,No,No,No,0,1,West
360,44,Female,17,119,2342.4,Month-to-month,No,No,Yes,9,0,South
361,51,Male,5,122.8,4728.77,Two year,No,Yes,No,7,0,North
362,38,Female,2,115.45,5794.36,One year,DSL,No,Yes,2,0,South
363,47,Male,58,72.1,1019.23,Two year,Fiber optic,No,No,3,1,South
364,50,Female,12,122.37,293.98,Two year,No,No,No,7,0,North
365,45,Male,5,39.94,2824,Two year,DSL,No,No,2,0,East
366,64,Male,60,95.89,2636.31,Two year,No,Yes,No,2,0,North
367,50,Male,41,124.65,7285.09,Month-to-month,No,Yes,Yes,6,0,East
368,22,Female,20,106.23,3903.34,Two year,DSL,Yes,Yes,4,1,North
369,65,Other,1,58.05,1859.55,Two year,No,Yes,No,5,0,West
370,36,Female,56,102.46,8498.31,Two year,No,No,Yes,7,0,North
371,21,Female,70,59.76,1501.1,Two year,No,Yes,No,5,0,East
372,52,Male,56,41.26,7817.31,One year,DSL,No,Yes,0,1,South
373,66,Male,54,102.43,5565.35,One year,DSL,Yes,No,8,0,West
374,34,Other,11,48.09,1807.88,Month-to-month,No,Yes,Yes,7,0,South
375,61,Other,3,41.21,3394.32,One year,DSL,Yes,No,7,0,East
376,45,Male,28,85.72,2285.32,One year,No,Yes,Yes,7,0,South
377,47,Other,5,92.67,297.26,One year,No,No,Yes,9,0,South
378,46,Other,16,35.15,1394.68,Month-to-month,No,Yes,No,6,1,South
379,63,Male,31,30.44,6086.47,One year,No,Yes,Yes,9,0,West
380,23,Female,28,119.08,5164.61,Month-to-month,Fiber optic,No,Yes,0,0,South
381,52,Other,7,41.63,1365.18,Month-to-month,Fiber optic,Yes,No,6,1,East
382,58,Male,9,88.96,1829.59,One year,No,Yes,Yes,2,0,West
383,54,Other,39,126.3,426.26,Two year,No,Yes,Yes,3,0,East
384,41,Other,43,81.69,3240.74,Two year,DSL,No,Yes,5,0,West
385,46,Male,27,44.11,5019.4,Two year,No,No,No,4,1,North
386,66,Other,33,69.73,846.5,One year,DSL,Yes,Yes,2,1,East
387,63,Other,56,93.02,4282.24,Two year,Fiber optic,No,No,5,0,North
388,48,Other,2,107.04,6266.4,One year,Fiber optic,No,No,5,1,East
389,52,Female,14,91.29,710.39,One year,DSL,No,Yes,9,1,East
390,50,Female,13,33.46,1456.46,One year,No,Yes,Yes,9,1,North
391,69,Other,24,44.44,533.75,Month-to-month,DSL,No,No,2,1,West
392,38,Male,69,67.54,2070.46,One year,Fiber optic,No,Yes,8,0,East
393,49,Other,34,101.27,1467.75,Month-to-month,No,No,No,1,1,South
394,40,Other,19,89.01,2680.68,Month-to-month,No,No,Yes,7,0,South
395,50,Female,30,34.5,1097.16,One year,No,Yes,No,2,0,West
396,20,Female,49,110.48,5437.13,Month-to-month,Fiber optic,No,Yes,3,1,East
397,35,Female,43,91.11,1120.76,Month-to-month,No,Yes,No,4,1,North
398,42,Other,16,119.59,1565.04,One year,Fiber optic,Yes,No,4,0,South
399,59,Other,52,72.17,653.2,One year,Fiber optic,No,No,0,1,East
400,48,Male,49,79.5,3877.57,Two year,Fiber optic,Yes,No,3,0,East
401,20,Other,11,70.95,5084.12,Month-to-month,DSL,No,Yes,1,0,East
402,57,Other,47,102.96,5388.22,One year,Fiber optic,No,No,7,0,East
403,63,Female,35,105.96,1112.52,One year,Fiber optic,No,No,5,1,West
404,41,Female,71,103.04,1534.54,One year,DSL,Yes,No,7,0,North
405,67,Female,29,59.44,6676.96,One year,No,Yes,Yes,2,0,North
406,49,Female,54,94.23,107.48,One year,DSL,Yes,Yes,7,1,North
407,64,Female,23,64.18,2524.82,Month-to-month,No,Yes,Yes,7,0,North
408,39,Male,24,114.24,6027.52,Month-to-month,DSL,No,No,8,1,West
409,40,Male,10,35.56,1416.44,One year,No,Yes,No,0,0,North
410,19,Male,61,33.8,1328.5,Two year,DSL,No,Yes,3,0,West
411,44,Female,8,40.26,359.15,Two year,DSL,Yes,No,8,0,East
412,59,Female,48,50.43,1018.33,Month-to-month,Fiber optic,No,Yes,0,0,South
413,19,Female,29,33.79,284.8,One year,No,No,No,6,1,West
414,43,Male,26,37.22,3594.07,Month-to-month,DSL,No,No,3,0,North
415,34,Female,37,60.9,105.37,One year,DSL,No,Yes,8,0,North
416,57,Male,52,40.07,445.47,One year,No,Yes,Yes,0,0,South
417,50,Female,38,111,224.64,Two year,DSL,Yes,No,7,0,North
418,26,Other,6,35.43,2522.61,One year,DSL,Yes,No,0,0,West
419,60,Male,8,121.69,5447.39,One year,Fiber optic,Yes,No,5,0,East
420,65,Other,17,117.94,2414.02,One year,Fiber optic,No,Yes,1,1,North
421,56,Male,62,51.04,3365.97,One year,No,Yes,No,8,1,South
422,46,Female,34,37.21,4092.5,Month-to-month,No,No,No,5,1,South
423,59,Female,19,40.65,5026.12,One year,Fiber optic,Yes,Yes,1,0,North
424,43,Other,70,86.46,2132.04,Two year,DSL,Yes,Yes,8,0,East
425,52,Female,37,90.68,1185.65,Month-to-month,DSL,No,Yes,5,0,South
426,67,Male,38,61.86,1669.74,Two year,Fiber optic,No,No,7,0,East
427,42,Female,15,59.97,3845.55,One year,DSL,No,Yes,4,0,South
428,41,Female,40,83.67,6006.52,Two year,No,No,Yes,7,0,North
429,30,Male,9,60.86,4437.34,Month-to-month,Fiber optic,Yes,No,8,0,North
430,24,Other,53,124.36,4458.04,Two year,DSL,Yes,No,0,0,South
431,53,Other,70,68.64,4020.43,One year,DSL,No,No,2,0,East
432,62,Female,66,52.19,3748.34,One year,No,No,No,7,0,West
433,37,Male,52,44.73,2392.91,Two year,No,Yes,Yes,8,0,East
434,18,Other,1,93.79,1346.19,One year,No,No,No,3,0,North
435,25,Other,30,62.98,641.59,Month-to-month,No,No,Yes,3,0,East
436,63,Female,1,49.06,1023.21,Month-to-month,Fiber optic,No,No,7,0,West
437,33,Male,39,57.85,1806.95,Month-to-month,Fiber optic,Yes,No,0,0,South
438,31,Other,16,61.09,2576.18,Two year,Fiber optic,Yes,Yes,2,0,South
439,29,Female,17,93.2,4537.55,Two year,DSL,No,No,7,0,South
440,68,Female,22,47.63,3076.18,Month-to-month,DSL,Yes,Yes,8,0,West
441,40,Female,31,104,4827.11,Two year,DSL,No,No,6,0,West
442,32,Female,40,60.78,3930.05,Month-to-month,DSL,Yes,Yes,0,1,South
443,45,Other,27,79.31,6763.63,One year,DSL,No,No,7,1,East
444,51,Male,36,96.13,129.06,Two year,Fiber optic,No,Yes,9,0,West
445,19,Female,4,84.9,6113.97,Month-to-month,No,Yes,No,2,1,South
446,49,Female,69,96.88,5436.62,Month-to-month,Fiber optic,No,Yes,3,0,North
447,40,Other,25,62.57,2894.26,Month-to-month,No,Yes,Yes,8,0,West
448,39,Female,30,127.3,5780.13,Two year,No,No,No,7,0,North
449,68,Female,47,76.35,426.08,One year,Fiber optic,Yes,Yes,8,0,South
450,42,Male,12,62.51,2788.88,Two year,No,No,Yes,3,0,North
451,39,Female,27,59.93,5415.3,Month-to-month,No,No,Yes,7,0,North
452,39,Other,45,34.3,3775.3,Two year,DSL,Yes,Yes,3,1,North
453,66,Male,63,99.16,1907.25,One year,DSL,No,No,0,1,North
454,69,Other,55,56.5,1095.82,One year,No,No,Yes,3,1,North
455,59,Male,30,126.84,2521.29,Two year,No,No,Yes,0,0,North
456,23,Male,14,51.24,4685.71,One year,No,Yes,No,5,0,East
457,32,Female,56,83.47,3017.58,Two year,Fiber optic,No,Yes,1,1,South
458,60,Female,19,104.27,2577.18,Two year,No,Yes,No,8,0,West
459,54,Female,26,117.87,6039.66,One year,No,Yes,No,7,1,North
460,50,Other,71,45.79,2832.84,Month-to-month,DSL,No,No,5,0,South
461,25,Female,38,129.52,8875.57,Two year,No,Yes,No,8,0,South
462,61,Female,69,121.57,1224.38,Month-to-month,No,Yes,Yes,3,0,North
463,61,Male,36,127.24,3995.38,One year,DSL,No,Yes,7,1,West
464,22,Female,18,116.11,651.94,Month-to-month,No,No,Yes,2,0,West
465,56,Female,57,118.63,5164.28,Two year,No,No,No,8,0,West
466,21,Female,23,90.47,479.05,One year,Fiber optic,Yes,Yes,4,0,East
467,23,Female,14,115.37,2098.32,Two year,No,No,No,5,0,West
468,62,Male,69,83.93,1104.69,One year,DSL,No,No,5,0,West
469,49,Female,22,84.35,3564.2,Two year,No,Yes,No,0,0,South
470,69,Male,28,86.81,2431.46,Month-to-month,No,Yes,No,4,0,West
471,47,Other,43,130.62,6003.03,Two year,No,Yes,Yes,8,1,West
472,64,Female,18,40.53,348.62,Month-to-month,No,No,No,7,0,East
473,52,Female,36,111.36,6680.39,Two year,DSL,Yes,No,8,0,North
474,57,Female,7,57.59,1880.08,Two year,DSL,No,No,0,0,East
475,69,Male,23,66.47,4695.16,Two year,No,Yes,No,2,0,South
476,33,Female,34,38.12,7486.55,Two year,No,No,No,1,0,West
477,30,Female,21,65.5,8440.52,Two year,DSL,Yes,Yes,6,0,South
478,67,Other,70,130.06,1597.39,One year,Fiber optic,No,No,5,0,South
479,59,Male,47,70.09,616.17,Month-to-month,No,Yes,No,1,0,East
480,47,Male,53,97.63,6322.01,Month-to-month,No,No,No,3,1,North
481,36,Other,41,42.18,4718.77,One year,DSL,Yes,No,7,0,West
482,34,Male,32,123.16,7140.6,Two year,No,Yes,No,5,0,East
483,36,Female,14,113.59,1364.93,Month-to-month,No,No,Yes,3,0,South
484,45,Female,17,69.01,2765.89,One year,No,Yes,No,5,0,South
485,43,Other,25,65.18,4320.5,One year,No,Yes,Yes,4,1,North
486,54,Male,64,73.65,4483.07,One year,DSL,No,Yes,0,1,East
487,43,Male,48,70.52,2307.46,Month-to-month,No,Yes,Yes,4,0,West
488,40,Male,35,56.05,3352.34,One year,Fiber optic,No,No,7,0,South
489,26,Other,37,130.07,3998.91,One year,DSL,No,No,2,1,West
490,29,Female,55,111.86,4500.8,Month-to-month,DSL,Yes,No,6,0,South
491,18,Other,17,57.05,1868.46,One year,Fiber optic,Yes,No,7,0,North
492,18,Female,28,129.14,489.28,Month-to-month,Fiber optic,No,No,5,1,East
493,64,Other,1,31.56,6034.9,Two year,No,Yes,No,3,1,East
494,51,Female,53,74.22,1139.82,Month-to-month,Fiber optic,Yes,Yes,9,0,North
495,49,Male,55,87.51,3642.98,Month-to-month,No,Yes,No,9,0,North
496,65,Male,61,33.79,4753.93,Two year,No,No,Yes,0,0,South
497,42,Male,13,46.25,1338.44,One year,No,Yes,No,9,0,West
498,57,Other,47,56.06,2515.84,One year,DSL,Yes,No,0,1,East
499,62,Other,64,102.73,4074.28,One year,No,Yes,No,8,0,West
500,18,Other,32,124.9,7662.86,Month-to-month,No,Yes,No,6,1,West
501,33,Male,28,93.07,1639.05,Two year,DSL,No,No,0,0,North
502,56,Female,53,86.82,3637.62,Two year,No,No,Yes,7,0,North
503,22,Male,31,84.2,2275.38,One year,DSL,Yes,Yes,1,0,South
504,39,Male,8,65.41,3897.39,One year,DSL,No,No,4,1,South
505,46,Female,25,113.59,222.23,One year,No,No,Yes,5,0,North
506,20,Female,33,84.61,2864.04,Two year,No,Yes,No,9,0,North
507,29,Female,68,53.23,8692.4,One year,No,Yes,No,6,1,South
508,43,Female,7,43.81,2917.56,Two year,DSL,Yes,Yes,6,0,East
509,33,Male,66,129.53,1700.89,Month-to-month,Fiber optic,No,Yes,0,1,East
510,68,Other,46,31.75,1132.9,One year,DSL,No,Yes,4,1,South
511,54,Male,5,124.27,4421.86,Month-to-month,Fiber optic,Yes,No,7,0,East
512,39,Female,17,52.04,3740.17,Two year,Fiber optic,No,Yes,4,1,East
513,46,Other,52,96.4,1353.85,Month-to-month,No,Yes,No,3,1,West
514,31,Other,12,60.44,2980.62,Month-to-month,DSL,Yes,No,7,0,West
515,45,Male,62,116.83,2046.24,One year,DSL,No,Yes,3,0,North
516,22,Male,35,84.88,3501.63,One year,DSL,Yes,Yes,3,1,West
517,64,Male,62,44.24,1461.27,Two year,DSL,Yes,No,8,0,East
518,66,Other,21,57.24,1126.36,Two year,Fiber optic,No,Yes,2,0,North
519,47,Other,66,62.34,4265.6,Two year,No,No,Yes,8,0,East
520,63,Other,53,119.47,1224.33,Two year,Fiber optic,No,No,6,0,South
521,69,Female,21,107.43,525.82,Month-to-month,Fiber optic,Yes,No,9,0,East
522,22,Female,15,113.78,589,Two year,Fiber optic,No,No,4,1,North
523,29,Male,23,35.27,3292.8,Month-to-month,DSL,Yes,Yes,0,0,South
524,33,Other,31,88.45,2823.33,Two year,Fiber optic,Yes,Yes,3,0,North
525,43,Male,54,130.91,1946.72,One year,DSL,Yes,No,5,0,South
526,43,Other,55,109.3,1320.96,Two year,DSL,No,Yes,0,1,South
527,65,Male,26,42.18,1688.93,Month-to-month,DSL,Yes,Yes,4,0,East
528,38,Female,53,98.55,4601.82,Month-to-month,DSL,Yes,No,8,1,East
529,56,Other,66,105.27,1164.78,Month-to-month,Fiber optic,No,No,5,1,North
530,53,Female,39,81.93,4109.08,Month-to-month,Fiber optic,No,Yes,3,0,South
531,50,Other,7,37.94,2678.34,Month-to-month,DSL,Yes,Yes,9,0,North
532,47,Male,39,33.49,4425.54,Month-to-month,No,Yes,Yes,6,0,West
533,54,Other,32,124.71,2032.79,Month-to-month,DSL,Yes,No,3,1,East
534,40,Female,26,56,779.29,Two year,Fiber optic,Yes,Yes,2,0,South
535,27,Other,29,68.27,977.29,Two year,DSL,Yes,No,2,0,North
536,22,Male,25,110.31,7229.47,Two year,Fiber optic,Yes,Yes,8,0,North
537,53,Other,56,99.61,1451.52,One year,Fiber optic,Yes,Yes,7,0,South
538,51,Female,31,127.82,7615.44,Month-to-month,No,No,No,4,0,East
539,69,Male,66,39.37,651.08,Two year,Fiber optic,No,Yes,2,0,South
540,48,Female,2,101.39,974.62,One year,DSL,Yes,Yes,9,0,East
541,27,Other,47,38.3,1533.24,One year,Fiber optic,Yes,Yes,7,1,North
542,36,Female,29,30.01,2824.22,Month-to-month,DSL,Yes,Yes,3,0,North
543,49,Other,49,42.13,2426.83,One year,No,Yes,No,2,1,South
544,18,Male,32,92.28,1180.84,Two year,No,No,Yes,4,1,West
545,22,Female,30,98.29,2984.83,Month-to-month,Fiber optic,Yes,No,8,0,West
546,62,Female,15,74.26,1717.4,Two year,No,Yes,No,5,0,North
547,21,Other,62,34.64,2912.68,Two year,Fiber optic,No,Yes,6,0,South
548,33,Female,17,94.03,5720.15,One year,No,No,Yes,9,0,West
549,41,Female,22,38.66,4205.89,Month-to-month,Fiber optic,Yes,Yes,5,0,West
550,33,Male,30,44.3,4817.7,One year,Fiber optic,Yes,No,2,0,North
551,19,Other,16,81.76,77.21,One year,DSL,Yes,Yes,2,1,North
552,66,Other,52,64.37,3908.78,Two year,Fiber optic,No,Yes,1,1,South
553,45,Male,8,76.93,471.23,Two year,DSL,Yes,No,9,1,North
554,49,Male,64,94.13,107.35,One year,Fiber optic,No,Yes,0,0,South
555,44,Other,39,46.15,922.32,Two year,Fiber optic,Yes,Yes,8,0,West
556,37,Male,31,120.19,1384.54,One year,Fiber optic,Yes,No,1,0,East
557,41,Male,12,86.5,407.36,Month-to-month,No,No,No,3,1,West
558,29,Male,33,32.22,1207.32,Two year,No,No,Yes,2,0,West
559,67,Other,58,93.46,7400.74,Two year,Fiber optic,Yes,Yes,3,0,West
560,52,Male,12,76.77,2034.68,One year,No,No,Yes,3,0,South
561,50,Female,25,100.86,6023.98,One year,Fiber optic,Yes,Yes,9,1,West
562,50,Female,38,109.18,2795.54,Two year,DSL,No,No,4,0,North
563,68,Other,48,124.81,2645.77,Month-to-month,DSL,Yes,No,0,1,North
564,60,Male,55,130.82,1243.89,Two year,Fiber optic,No,Yes,6,0,West
565,54,Female,3,85.5,4449.11,One year,DSL,No,No,5,0,South
566,29,Other,69,86.7,1608.85,Month-to-month,DSL,Yes,No,4,0,North
567,20,Female,35,32.26,936.92,Month-to-month,No,Yes,Yes,1,0,West
568,18,Male,51,117.37,3776.04,Month-to-month,DSL,No,Yes,3,0,South
569,50,Other,27,32.89,6901.33,One year,Fiber optic,Yes,Yes,8,0,West
570,57,Female,37,93.89,212.36,Two year,No,Yes,Yes,9,0,East
571,27,Other,16,39.95,6362.86,Two year,Fiber optic,Yes,No,3,1,South
572,60,Female,25,58.86,7704.28,Month-to-month,Fiber optic,No,Yes,8,0,West
573,61,Female,33,44.16,1872.07,Two year,Fiber optic,No,Yes,5,0,West
574,46,Male,62,43.87,2579.91,One year,DSL,Yes,No,3,0,East
575,30,Male,17,37.52,2899.86,Two year,DSL,No,No,9,0,East
576,29,Female,43,62.1,157.09,One year,No,Yes,Yes,5,0,North
577,48,Other,30,72.78,2660.43,Month-to-month,Fiber optic,Yes,Yes,4,0,South
578,63,Other,41,76.9,1762.14,Month-to-month,DSL,Yes,Yes,6,0,North
579,19,Male,4,74.4,3893.94,One year,Fiber optic,Yes,No,4,0,North
580,68,Female,66,82.88,5688.46,Month-to-month,DSL,No,Yes,7,0,West
581,67,Male,60,116.83,486.27,Two year,Fiber optic,Yes,Yes,0,0,West
582,52,Female,9,93.8,2964.56,Two year,Fiber optic,Yes,Yes,9,0,East
583,40,Female,31,31.74,572.7,Two year,Fiber optic,No,No,3,0,North
584,34,Male,69,47.46,61.89,One year,DSL,No,Yes,3,0,North
585,43,Other,24,65.23,795.11,Two year,DSL,No,No,1,1,West
586,25,Male,24,125.84,3015.46,Month-to-month,DSL,Yes,No,8,0,North
587,46,Female,45,37.88,1292.4,Two year,DSL,No,Yes,6,0,North
588,43,Male,37,101.71,1059.51,Two year,No,Yes,No,0,0,North
589,27,Other,58,33.33,846.43,One year,Fiber optic,No,No,6,0,West
590,43,Other,23,66.61,1249.86,Month-to-month,DSL,No,Yes,9,1,West
591,51,Female,35,107.78,917.18,Two year,DSL,Yes,No,5,0,West
592,68,Male,63,64.73,962.99,Month-to-month,Fiber optic,No,No,0,1,South
593,58,Other,6,73.45,638.35,One year,Fiber optic,Yes,No,5,1,West
594,24,Male,6,121.43,5976.64,One year,Fiber optic,Yes,No,8,0,North
595,21,Other,30,36.67,4352.08,Two year,DSL,No,No,1,0,East
596,67,Female,1,83.28,307.93,Two year,No,No,No,3,0,South
597,62,Female,63,66.98,1449.02,Month-to-month,No,Yes,No,7,1,East
598,28,Male,8,127.33,3441.04,Two year,No,No,Yes,6,1,West
599,46,Female,28,110.15,1100.62,One year,No,No,No,3,1,West
600,53,Other,33,42.32,1695.12,One year,Fiber optic,Yes,Yes,7,1,East
601,42,Female,53,123.66,1448.92,One year,No,Yes,Yes,8,0,East
602,38,Other,38,51.32,942.66,One year,No,Yes,No,5,0,East
603,53,Other,52,38.56,6271.56,One year,No,Yes,No,5,0,South
604,27,Female,11,84.69,154.17,Two year,No,Yes,Yes,0,0,West
605,54,Other,2,104.39,5171.68,Month-to-month,Fiber optic,Yes,No,2,0,East
606,26,Other,53,102.31,479.78,Two year,Fiber optic,No,No,5,0,North
607,41,Male,68,83.93,5089.77,Two year,DSL,Yes,No,6,0,East
608,52,Male,7,79.76,2821.44,Month-to-month,Fiber optic,Yes,No,5,0,South
609,66,Male,67,127.91,2467.55,Two year,No,No,No,3,1,North
610,52,Female,9,112.87,4026.24,Month-to-month,DSL,No,Yes,9,0,West
611,65,Male,63,100.55,2054.95,One year,DSL,No,Yes,3,0,South
612,53,Other,11,49.71,2852.07,One year,Fiber optic,Yes,Yes,9,0,North
613,35,Female,37,112.79,2147.01,One year,DSL,No,Yes,6,0,North
614,66,Female,14,105.72,4714.4,One year,Fiber optic,Yes,No,6,0,North
615,56,Female,19,130.18,3347.41,One year,DSL,No,No,0,0,West
616,49,Female,8,43.42,1475.44,Month-to-month,No,Yes,No,6,1,South
617,41,Other,7,102.23,5437.94,Two year,No,No,Yes,0,0,East
618,40,Other,59,128.88,3176.62,Month-to-month,No,No,Yes,3,1,South
619,49,Male,63,76.71,429.65,Month-to-month,DSL,No,No,0,0,East
620,54,Female,7,104.06,2680.77,Month-to-month,Fiber optic,Yes,No,4,0,North
621,29,Male,55,128.5,3437.76,Month-to-month,DSL,Yes,No,8,1,North
622,66,Other,3,85.29,1526.2,Month-to-month,No,Yes,No,3,1,North
623,30,Female,67,100.59,988,One year,DSL,No,No,9,1,North
624,40,Other,18,32.02,2341.79,Two year,No,No,Yes,8,0,East
625,42,Male,45,82.48,696.03,One year,No,No,Yes,3,0,West
626,52,Other,36,55.83,1593.88,Month-to-month,Fiber optic,No,No,1,0,West
627,58,Female,16,43.25,516.36,Two year,No,No,Yes,5,0,East
628,47,Female,29,101.56,239.75,Month-to-month,Fiber optic,No,Yes,7,0,North
629,34,Male,59,33.94,2393.6,One year,DSL,No,Yes,6,0,West
630,66,Female,18,121.38,848.59,One year,Fiber optic,No,No,2,0,South
631,37,Other,49,82.29,803.43,Month-to-month,Fiber optic,Yes,Yes,1,0,South
632,65,Other,46,95.46,2375.6,Two year,No,No,No,6,1,East
633,42,Other,29,55.59,4342.55,Month-to-month,No,No,Yes,5,0,East
634,39,Other,70,48.39,4787.75,Two year,Fiber optic,Yes,No,2,0,North
635,30,Male,50,54.61,5731.32,Month-to-month,No,Yes,Yes,1,0,North
636,36,Other,55,53.45,128.25,Two year,DSL,Yes,No,5,0,North
637,66,Male,27,117.3,788.13,Month-to-month,DSL,Yes,Yes,9,0,South
638,53,Other,7,109.51,5321.68,One year,No,Yes,Yes,4,1,East
639,29,Male,41,116.12,3524.08,Month-to-month,Fiber optic,No,No,1,1,West
640,58,Other,11,104.21,3262.39,Two year,DSL,No,No,9,0,South
641,36,Other,5,94.99,1968.21,Two year,Fiber optic,No,No,2,1,East
642,29,Male,66,83.31,1875.47,One year,DSL,No,Yes,7,0,North
643,26,Female,56,56.8,4748.16,Two year,DSL,No,No,7,0,South
644,24,Female,12,101.23,2515.4,Two year,No,No,No,9,1,South
645,45,Female,42,43.79,3264.05,Two year,No,No,Yes,2,1,East
646,31,Male,10,81.61,5650.4,One year,Fiber optic,Yes,No,2,0,South
647,48,Female,28,49.71,3215.57,Month-to-month,No,Yes,No,7,1,South
648,69,Female,7,80.97,2997.56,One year,No,No,No,8,0,West
649,36,Male,14,59.67,1421.62,One year,No,Yes,No,5,0,West
650,64,Female,69,35.39,1449.66,Month-to-month,DSL,No,No,3,0,North
651,33,Female,61,80.86,470.5,Two year,Fiber optic,No,No,9,1,North
652,22,Female,51,48.35,2437.08,Month-to-month,Fiber optic,Yes,No,2,0,West
653,52,Male,42,46.27,2723.52,One year,Fiber optic,Yes,Yes,2,0,West
654,29,Male,8,68.81,2797.51,Month-to-month,No,Yes,Yes,5,1,West
655,42,Female,50,66.53,1950.88,One year,Fiber optic,No,Yes,1,0,South
656,69,Female,1,117.55,7645.99,Month-to-month,Fiber optic,No,No,7,1,West
657,38,Male,69,87.02,819.12,One year,DSL,No,Yes,5,0,West
658,53,Female,11,116.3,1221.23,Two year,Fiber optic,Yes,Yes,5,0,West
659,40,Male,48,44.82,285.63,Month-to-month,No,No,Yes,5,0,North
660,33,Female,10,66.08,1365.24,Month-to-month,DSL,Yes,Yes,5,1,East
661,56,Male,15,86.08,6896.24,Month-to-month,DSL,Yes,No,8,1,East
662,62,Other,47,45.46,1641.83,Two year,DSL,No,Yes,6,0,South
663,59,Other,25,42.92,372.7,Month-to-month,Fiber optic,Yes,Yes,0,1,West
664,56,Male,6,96.79,441.08,Month-to-month,DSL,No,No,2,0,East
665,31,Other,11,96.03,787.87,Month-to-month,DSL,No,No,4,1,West
666,48,Female,17,53.64,219.82,One year,DSL,Yes,No,1,0,East
667,22,Male,15,52.93,4153.46,One year,Fiber optic,Yes,Yes,2,0,West
668,52,Male,16,105.28,1393.92,Month-to-month,DSL,No,No,9,1,South
669,40,Female,56,41.81,2429.37,Two year,Fiber optic,No,No,2,1,West
670,46,Female,66,123.24,150.85,One year,No,Yes,No,1,0,South
671,60,Male,36,125.31,2273.01,Two year,Fiber optic,No,Yes,0,0,East
672,28,Female,38,117.96,999.19,Two year,No,No,No,5,0,West
673,35,Male,3,51.27,4496.2,Two year,No,No,No,3,0,South
674,64,Female,18,31.69,2577.42,Month-to-month,No,Yes,No,6,0,East
675,29,Male,54,124.6,4097.8,Two year,DSL,Yes,Yes,4,1,West
676,26,Female,17,64.73,2177.16,Two year,Fiber optic,Yes,Yes,6,0,North
677,27,Female,13,61.34,536.4,Two year,Fiber optic,Yes,Yes,5,0,South
678,61,Other,63,56.42,1534.79,Month-to-month,DSL,No,Yes,8,0,West
679,34,Other,14,54.69,1695.38,One year,Fiber optic,No,Yes,7,1,North
680,55,Other,59,104.18,2742.36,One year,DSL,No,Yes,5,1,North
681,24,Female,36,121.69,1168.23,Two year,DSL,Yes,Yes,7,1,West
682,63,Male,18,109.38,4222.08,One year,Fiber optic,No,No,8,0,North
683,30,Female,5,98.07,3013.64,Month-to-month,No,No,Yes,9,0,East
684,57,Other,14,59.05,2703.69,Month-to-month,No,Yes,Yes,8,1,South
685,59,Female,25,85.23,6050.79,Month-to-month,No,No,Yes,4,1,South
686,26,Other,44,53.92,2038.25,One year,DSL,No,No,9,0,East
687,67,Other,39,41.25,163.02,Two year,No,Yes,No,0,0,West
688,44,Male,12,42.14,3630.78,Two year,DSL,Yes,Yes,7,1,South
689,19,Male,61,90.97,1149.81,Two year,DSL,Yes,No,4,0,South
690,22,Other,62,33.88,761,One year,No,Yes,No,3,0,East
691,46,Other,53,128.29,5288.4,Two year,No,No,Yes,5,0,West
692,54,Female,53,130.53,3977.27,One year,DSL,Yes,No,6,0,East
693,55,Other,28,45.08,4131.2,One year,DSL,Yes,Yes,8,1,North
694,36,Female,35,73.15,681.7,Two year,No,No,Yes,7,1,West
695,25,Other,65,107.57,743.56,Month-to-month,Fiber optic,Yes,No,2,0,South
696,65,Male,3,126.45,2833.72,Two year,DSL,No,Yes,5,1,West
697,62,Male,43,120.01,1732.12,Month-to-month,DSL,No,No,6,0,North
